student_id,timestamp,task,model,student_story,teacher_story,model_output,perplexity,ave_conf,rouge1,rouge2,rougeL,rougeLsum,bleu,bertscore_P,bertscore_R,bertscore_F1,sbert_cosine
0,2025-10-18T01:21:53,no_imgs,gpt-4o,"Uh.  A few weeks ago, uh, this boy want to swim in the - uh, swim in the ocean. But he found that he don't have enough mon - money for that. Then, he found a notice that wanted staff.  He want to be a staff to earn more money. And he become the staff and gets through a hard working. He get enough money  to swim in the ocean.  He was very happy.",Teacher: <caption for frame 1> Teacher: <caption for frame 2> Teacher: <caption for frame 3> Teacher: <caption for frame 4> Teacher: <caption for frame 5> Teacher: <caption for frame 6>,"A few weeks ago, a boy decided he wanted to swim in the ocean.  
However, he realized he didn't have enough money for the trip.  
Then, he noticed a sign advertising job openings and thought he could work to earn the money.  
He got the job and worked diligently every day, overcoming various challenges.  
Eventually, he saved up enough money.  
With his earnings, he finally went swimming in the ocean, feeling incredibly happy.",1.5054264340798937,0.7807131875124896,0.46511627906976744,0.18823529411764706,0.3372093023255814,0.3372093023255814,0.14926618786751852,0.6585632562637329,0.6619102954864502,0.648159384727478,0.7062474489212036
1,2025-10-18T01:22:05,no_imgs,gpt-4o,"﻿A few weeks ago, a man wanted swimming in the sea and then he found his wallet doesn't have any money. And so he held on the street.
He wants to find some ways to get money.
Suddenly---
---he saw a picture on the wall.
There is writing it 'Staff Wanted'.
About electrical good sales. And then he offer the job.
He become a staff in supermarket.
He sell - his jobs is to selling, um, um, what it is?  Computer.
Yeah and he is good at selling.
He has a lot of - he has a lot of customers. Um, most lately---
He get his first pages. Finally, he strength is come to.",Teacher: <caption for frame 1> Teacher: <caption for frame 2> Teacher: <caption for frame 3> Teacher: <caption for frame 4> Teacher: <caption for frame 5> Teacher: <caption for frame 6>,"Several weeks ago, a young man dreamed of swimming in the ocean, filled with excitement for the adventure.
Looking in his wallet, he realized with disappointment that he was short on cash, his plans seeming a bit too distant.
Walking down the street, he spotted a ""Staff Wanted"" sign outside a store needing help with selling electronics, a spark of opportunity igniting within him.
Accepting the job offer, he soon became a diligent staff member at a supermarket, specializing in selling computers. The customers appreciated his helpful nature.
After working many hours, he received his first paycheck, feeling a sense of accomplishment and relief.
With enough money saved, he finally headed to the ocean, overjoyed at realizing his dream of swimming freely in the waves.",2.7488082304837143,0.6323283016547282,0.34080717488789236,0.07239819004524888,0.21524663677130043,0.26008968609865474,0.0,0.5357973575592041,0.580141007900238,0.5407581329345703,0.6677336692810059
2,2025-10-18T01:22:15,no_imgs,gpt-4o," And - but he - he wants to travel maybe and he doesn't - he realized he doesn't have the money so accidentally he just saw a advertisement or notice about the staff wanted and he decided to - to apply for that job to get money.  And then he went - and then he went to do the part-time job, and he works as a sale assistant in a computer shop I think, electronic devices shop.  And then, uh - and then maybe after 1 month, he finally got his money. Then he - he - he - he - he - he gets the enough money to go travel with his friends, with his family.",Teacher: <caption for frame 1> Teacher: <caption for frame 2> Teacher: <caption for frame 3> Teacher: <caption for frame 4> Teacher: <caption for frame 5> Teacher: <caption for frame 6>,"A few weeks ago, a young man dreamed of swimming in the ocean.  
However, he realized he didn't have enough money for the trip.  
One day, he noticed a 'Staff Wanted' advertisement while walking down the street.  
He applied and was hired as a sales assistant at an electronics store, where he thrived.  
After a month of hard work, he finally received his paycheck.  
With his earnings, he had enough money to embark on his dream ocean adventure with his friends and family.",1.487150141051744,0.7905961389194536,0.43956043956043955,0.14444444444444443,0.2967032967032967,0.32967032967032966,0.11860619924568701,0.6418654322624207,0.635697603225708,0.6185257434844971,0.6642954349517822
3,2025-10-18T01:22:25,no_imgs,gpt-4o,"A few weeks ago, a man went to tour, but they have no money, ... eh, and then he looked at the, uh, ... this so what - staff wanted. Um, so he bought - he bought - for the money, he went to the stop and sell the stamp - uh, sell the furnitures.  Then, he got the money, uh, so he had enough money to go to - to go to the tour and swim happily.",Teacher: <caption for frame 1> Teacher: <caption for frame 2> Teacher: <caption for frame 3> Teacher: <caption for frame 4> Teacher: <caption for frame 5> Teacher: <caption for frame 6>,"I'm sorry, it seems there was an error in processing your request. Let's try again.

A young man dreamed of traveling to the coast.
Upon checking his wallet, he realized he was short on funds.
Soon, he stumbled upon a job advertisement for a staff position.
Determined, he applied and started working at a local electronics store.
After a month of hard work, he saved up enough money.
With excitement, he finally set off to the ocean, his goal reached.",,0.6793962407727869,0.3666666666666667,0.04494382022471911,0.224,0.22222222222222224,0.0,0.5708995461463928,0.564847469329834,0.5600607991218567,0.5615679025650024
4,2025-10-18T01:22:35,no_imgs,gpt-4o,"A man, a man, okay.  Uh, a few weeks ago, a man go to playing in the sea, um, it's not far away from his home  um, but unfortunately he lost his, um, money in the sea and then now he is very poor, uh, uh, and the - then he see a, um, staff wanted, uh, advertisement, uh, and then he became the staff, um, in the - how to say - a computer - in a computer - how to say - XXX  in English. Yes. XXX  and then he work in a com - computer shop. Um, after 1 month work he get the salary  and the - then he can go to the sea for playing again.",Teacher: <caption for frame 1> Teacher: <caption for frame 2> Teacher: <caption for frame 3> Teacher: <caption for frame 4> Teacher: <caption for frame 5> Teacher: <caption for frame 6>,"I'm sorry for the confusion. Here are the captions for each frame:

A man decided to visit the ocean, which wasn't far from his home.

Unfortunately, during the trip, he realized he had lost his wallet and was now out of money.

While walking back, he noticed a ""Staff Wanted"" advertisement, offering an opportunity for a job.

Eager for work, he joined as a sales assistant at a local computer shop.

After a month of hard work, he received his first paycheck.

With the money earned, he was now able to return to the beach and enjoy swimming in the ocean again.",2.026833016624957,0.6714065351907936,0.44554455445544555,0.09,0.2011173184357542,0.28712871287128716,0.06250381527944884,0.5670372247695923,0.5932716131210327,0.5653588771820068,0.5419504642486572
5,2025-10-18T01:22:45,no_imgs,gpt-4o,"A few weeks ago, one man went to swim. He, uh, he lost his money.  And he - and he had money - um, he can't - he - he couldn't come back.  So, he - he found - he found a part-time job as a - as a seller - seller. And - and - um, and firstly, he got his XXX .  He - he got his salary.  Oh, come back Japan.  XXX .
Oh, it's okay.  Oh, um - and - and he - he could - he - he could go on his trip - his trip.",Teacher: <caption for frame 1> Teacher: <caption for frame 2> Teacher: <caption for frame 3> Teacher: <caption for frame 4> Teacher: <caption for frame 5> Teacher: <caption for frame 6>,"A few weeks ago, a man was dreaming of swimming in the serene ocean near his home. 
Unfortunately, he realized that he didn't have any money left in his wallet.
As he walked down the street, he noticed an advertisement for a part-time job at a computer shop.
He applied and soon became a diligent shop assistant, helping customers with their electronic needs.
His hard work paid off, and after a month, he received his first salary.
With enough money saved up, he joyfully planned his trip to swim in the sea with friends.",2.1601917640698907,0.681090810454339,0.422680412371134,0.10416666666666666,0.26804123711340205,0.30927835051546393,0.10315674907714613,0.6178984642028809,0.6396681070327759,0.6112627387046814,0.6719182729721069
6,2025-10-18T01:22:54,no_imgs,gpt-4o,"A few weeks - a few weeks ago, a boy want to swimming in the sea. But he didn't have the enough money.   He - one day he - he - he saw a advertisement in the - in the wall, some - some staff wanted.He have a idea. He can - he can sell his computer to the customers and they will give the money.  So he - he got the enough money and  he swimming in the sea with her friends happily.",Teacher: <caption for frame 1> Teacher: <caption for frame 2> Teacher: <caption for frame 3> Teacher: <caption for frame 4> Teacher: <caption for frame 5> Teacher: <caption for frame 6>,"A few weeks ago, a young man decided he wanted to swim in the ocean.  
But when he checked, he realized he didn't have enough money for the trip.  
As he walked down the street, he noticed a ""Staff Wanted"" sign on a storefront wall.  
Excited by the opportunity, he applied and got a job as a sales assistant at a computer store.  
After a month of hard work, he was able to collect his first paycheck.  
With his savings complete, he was finally able to go on the trip and enjoy swimming in the sea with friends.",1.6974142161472363,0.7581094997870611,0.4873096446700508,0.14358974358974358,0.3147208121827411,0.3451776649746193,0.11087678210094429,0.6325454115867615,0.6646089553833008,0.6272827982902527,0.7024792432785034
7,2025-10-18T01:23:03,no_imgs,gpt-4o,"Uh, a few weeks ago, the boy wanted to, uh, travel---
---and he wanted to swimming in the sea.  But he find himself with, uh, have no money - had no money.  So, um, he didn't know - he didn't know how to do it - how to do with it. Uh, then he found - he found a advertisement, which is a staff wanted advertisement. And they find as a man - he find a man and sold - and sold the - the - and sold the - the computer, I guess. Um, and then he received some money, which is enough for him to travel to a beach and swim in the sea.  Finally, he reached his dream.
That's all.",Teacher: <caption for frame 1> Teacher: <caption for frame 2> Teacher: <caption for frame 3> Teacher: <caption for frame 4> Teacher: <caption for frame 5> Teacher: <caption for frame 6>,"A few weeks ago, a boy wished to travel and swim in the sea.
However, he realized he didn't have enough money.
One day, he noticed an advertisement for a job that was hiring staff.
Determined, he decided to apply and worked hard selling computers at an electronics store.
After a month, he finally earned enough money.
Joyfully, he was able to travel to the beach and swim with his friends.",1.6721655581678396,0.7621102572152657,0.5176470588235293,0.16551724137931034,0.3537414965986394,0.3511450381679389,0.25870952179786977,0.6947120428085327,0.7106775045394897,0.7026040554046631,0.7754808068275452
8,2025-10-18T01:23:14,no_imgs,gpt-4o,"Okay.    Okay, uh, uh, a few weeks ago, a - a boy wanted to swimming and the - and he found such - he didn't have, uh, enough money. And then he saw a people - a people write here, staff wanted. And - and - and he did this part-time job of seller - a seller, yeah, uh, that, uh, sell computer to customers. And, uh, he earned the enough money to swimming, yeah.",Teacher: <caption for frame 1> Teacher: <caption for frame 2> Teacher: <caption for frame 3> Teacher: <caption for frame 4> Teacher: <caption for frame 5> Teacher: <caption for frame 6>,"A few weeks ago, a boy decided he wanted to go swimming in the sea.  
Unfortunately, he discovered he didn't have enough money for the trip. 
Then, he noticed an advertisement for a job where staff was wanted.  
He applied and got a part-time job selling electronics at a computer store.  
After working diligently for a month, he earned his first paycheck.  
With his new earnings, he was finally able to fulfill his dream and swim happily in the sea.",1.5973985525523955,0.7550892053731506,0.45555555555555555,0.14193548387096774,0.2888888888888889,0.31111111111111117,0.13026142394578527,0.6409972906112671,0.6618238687515259,0.6413828730583191,0.7667728662490845
9,2025-10-18T01:23:24,no_imgs,gpt-4o,"Mmm, a few weeks ago, um - um, boy, mm, suddenly - um, suddenly thinking - uh, suddenly thought that, uh, uh, he want - he wanted to, uh, swimming - he want to swim, uh, in the pool, and - but - but he didn't have enough money. Mmm, at that moment, he - uh, he watched the - uh, uh, ad - advertisement, mm, in the, uh, comu - computer - computer company, uh, mm, employ some, mm, employees.  So, mm, he - he - he, mm, mm, determined to go, uh, and try it. Uh, then, uh, that manager, uh, determined to, uh, employ he.  Uh, at last, he, uh, make some money - he made some money and he went to swimming.",Teacher: <caption for frame 1> Teacher: <caption for frame 2> Teacher: <caption for frame 3> Teacher: <caption for frame 4> Teacher: <caption for frame 5> Teacher: <caption for frame 6>,"I'm sorry, I seem to have made a mistake. Let me try again. Here are the captions for each frame:

A few weeks ago, a boy had a sudden urge to go swimming in the sea.
However, he realized he did not have enough money for a trip.
While walking, he noticed a ""Staff Wanted"" sign at a computer store.
He decided to apply for the part-time job selling computers.
After a month of hard work, he finally earned his salary.
With the money he saved, he was able to go on a beach trip and swim happily with his friends.",1.681881967063499,0.7232515449319294,0.5074626865671642,0.1407035175879397,0.30845771144278605,0.3595505617977528,0.17534414696034625,0.5913756489753723,0.6798549890518188,0.6208559274673462,0.5969424247741699
