student_id,timestamp,task,model,student_story,teacher_story,model_output,perplexity,ave_conf,rouge1,rouge2,rougeL,rougeLsum,bleu,bertscore_P,bertscore_R,bertscore_F1,sbert_cosine
0,2025-10-18T03:43:49,no_bbox,gpt-4o,"Uh.  A few weeks ago, uh, this boy want to swim in the - uh, swim in the ocean. But he found that he don't have enough mon - money for that. Then, he found a notice that wanted staff.  He want to be a staff to earn more money. And he become the staff and gets through a hard working. He get enough money  to swim in the ocean.  He was very happy.",Teacher: <caption for frame 1> Teacher: <caption for frame 2> Teacher: <caption for frame 3> Teacher: <caption for frame 4> Teacher: <caption for frame 5> Teacher: <caption for frame 6>,"<The boy, dreaming of a trip to the beach, felt excited about swimming in the ocean.>",2.5583362864344696,0.7193985946017782,0.21052631578947364,0.06741573033707865,0.15384615384615383,0.15384615384615383,0.0,0.6165697574615479,0.4462711215019226,0.5045128464698792,0.42364463210105896
1,2025-10-18T03:44:13,no_bbox,gpt-4o,"﻿A few weeks ago, a man wanted swimming in the sea and then he found his wallet doesn't have any money. And so he held on the street.
He wants to find some ways to get money.
Suddenly---
---he saw a picture on the wall.
There is writing it 'Staff Wanted'.
About electrical good sales. And then he offer the job.
He become a staff in supermarket.
He sell - his jobs is to selling, um, um, what it is?  Computer.
Yeah and he is good at selling.
He has a lot of - he has a lot of customers. Um, most lately---
He get his first pages. Finally, he strength is come to.",Teacher: <caption for frame 1> Teacher: <caption for frame 2> Teacher: <caption for frame 3> Teacher: <caption for frame 4> Teacher: <caption for frame 5> Teacher: <caption for frame 6>,"A few weeks ago, a man dreamed of swimming in the sea.",1.1159008623275035,0.9241709985213353,0.19718309859154928,0.11320754716981131,0.1818181818181818,0.1818181818181818,0.02616434794829529,0.6885890960693359,0.43459171056747437,0.5328707098960876,0.33274418115615845
2,2025-10-18T03:44:44,no_bbox,gpt-4o," And - but he - he wants to travel maybe and he doesn't - he realized he doesn't have the money so accidentally he just saw a advertisement or notice about the staff wanted and he decided to - to apply for that job to get money.  And then he went - and then he went to do the part-time job, and he works as a sale assistant in a computer shop I think, electronic devices shop.  And then, uh - and then maybe after 1 month, he finally got his money. Then he - he - he - he - he - he gets the enough money to go travel with his friends, with his family.",Teacher: <caption for frame 1> Teacher: <caption for frame 2> Teacher: <caption for frame 3> Teacher: <caption for frame 4> Teacher: <caption for frame 5> Teacher: <caption for frame 6>,And he dreams of a fun day at the beach with friends.,1.4948844147612474,0.7485210152568583,0.19718309859154928,0.05797101449275362,0.16901408450704228,0.16901408450704228,0.0,0.6960486173629761,0.43026143312454224,0.5236868262290955,0.40703991055488586
3,2025-10-18T03:45:09,no_bbox,gpt-4o,"A few weeks ago, a man went to tour, but they have no money, ... eh, and then he looked at the, uh, ... this so what - staff wanted. Um, so he bought - he bought - for the money, he went to the stop and sell the stamp - uh, sell the furnitures.  Then, he got the money, uh, so he had enough money to go to - to go to the tour and swim happily.",Teacher: <caption for frame 1> Teacher: <caption for frame 2> Teacher: <caption for frame 3> Teacher: <caption for frame 4> Teacher: <caption for frame 5> Teacher: <caption for frame 6>,A man was daydreaming about a fun day at the beach with friends.,1.3130045111746849,0.8143733545077172,0.2222222222222222,0.05714285714285715,0.19444444444444445,0.19444444444444445,0.0,0.6232389807701111,0.41076138615608215,0.46605998277664185,0.33965665102005005
4,2025-10-18T03:45:33,no_bbox,gpt-4o,"A man, a man, okay.  Uh, a few weeks ago, a man go to playing in the sea, um, it's not far away from his home  um, but unfortunately he lost his, um, money in the sea and then now he is very poor, uh, uh, and the - then he see a, um, staff wanted, uh, advertisement, uh, and then he became the staff, um, in the - how to say - a computer - in a computer - how to say - XXX  in English. Yes. XXX  and then he work in a com - computer shop. Um, after 1 month work he get the salary  and the - then he can go to the sea for playing again.",Teacher: <caption for frame 1> Teacher: <caption for frame 2> Teacher: <caption for frame 3> Teacher: <caption for frame 4> Teacher: <caption for frame 5> Teacher: <caption for frame 6>,"A man reminisces about a fun day at the beach with friends, enjoying the sun and the sea.",1.347831044293093,0.8005978922700088,0.23376623376623376,0.05333333333333334,0.1724137931034483,0.1724137931034483,0.0,0.531945526599884,0.40523195266723633,0.4568935036659241,0.27456414699554443
5,2025-10-18T03:45:56,no_bbox,gpt-4o,"A few weeks ago, one man went to swim. He, uh, he lost his money.  And he - and he had money - um, he can't - he - he couldn't come back.  So, he - he found - he found a part-time job as a - as a seller - seller. And - and - um, and firstly, he got his XXX .  He - he got his salary.  Oh, come back Japan.  XXX .
Oh, it's okay.  Oh, um - and - and he - he could - he - he could go on his trip - his trip.",Teacher: <caption for frame 1> Teacher: <caption for frame 2> Teacher: <caption for frame 3> Teacher: <caption for frame 4> Teacher: <caption for frame 5> Teacher: <caption for frame 6>,<He dreamed of visiting a sunny beach with friends.>,2.040331992674332,0.7107357243698506,0.14285714285714285,0.0,0.11904761904761904,0.11904761904761904,0.0,0.5923488736152649,0.4171943664550781,0.48879939317703247,0.4359341263771057
6,2025-10-18T03:46:27,no_bbox,gpt-4o,"A few weeks - a few weeks ago, a boy want to swimming in the sea. But he didn't have the enough money.   He - one day he - he - he saw a advertisement in the - in the wall, some - some staff wanted.He have a idea. He can - he can sell his computer to the customers and they will give the money.  So he - he got the enough money and  he swimming in the sea with her friends happily.",Teacher: <caption for frame 1> Teacher: <caption for frame 2> Teacher: <caption for frame 3> Teacher: <caption for frame 4> Teacher: <caption for frame 5> Teacher: <caption for frame 6>,"A few weeks ago, a boy wanted to swim in the sea.",1.0896815774447166,0.9379074445119677,0.2545454545454546,0.11594202898550723,0.21818181818181817,0.21818181818181817,0.028552418087979148,0.7325733304023743,0.4685494899749756,0.5715433359146118,0.48692917823791504
7,2025-10-18T03:46:51,no_bbox,gpt-4o,"Uh, a few weeks ago, the boy wanted to, uh, travel---
---and he wanted to swimming in the sea.  But he find himself with, uh, have no money - had no money.  So, um, he didn't know - he didn't know how to do it - how to do with it. Uh, then he found - he found a advertisement, which is a staff wanted advertisement. And they find as a man - he find a man and sold - and sold the - the - and sold the - the computer, I guess. Um, and then he received some money, which is enough for him to travel to a beach and swim in the sea.  Finally, he reached his dream.
That's all.",Teacher: <caption for frame 1> Teacher: <caption for frame 2> Teacher: <caption for frame 3> Teacher: <caption for frame 4> Teacher: <caption for frame 5> Teacher: <caption for frame 6>,**Frame 1:** The boy was daydreaming about a sunny vacation at the beach with his friends.,1.9456883774102234,0.6857384616801427,0.21333333333333335,0.125,0.19298245614035087,0.19298245614035087,0.057503439721449875,0.5683128237724304,0.4130682647228241,0.4628634750843048,0.3649999499320984
8,2025-10-18T03:47:22,no_bbox,gpt-4o,"Okay.    Okay, uh, uh, a few weeks ago, a - a boy wanted to swimming and the - and he found such - he didn't have, uh, enough money. And then he saw a people - a people write here, staff wanted. And - and - and he did this part-time job of seller - a seller, yeah, uh, that, uh, sell computer to customers. And, uh, he earned the enough money to swimming, yeah.",Teacher: <caption for frame 1> Teacher: <caption for frame 2> Teacher: <caption for frame 3> Teacher: <caption for frame 4> Teacher: <caption for frame 5> Teacher: <caption for frame 6>,"<A few weeks ago, a boy dreamed of going swimming with his friends.>",1.2976550817075694,0.83856889509317,0.27272727272727276,0.16279069767441862,0.25000000000000006,0.25000000000000006,0.06407247248988214,0.682543933391571,0.4697951376438141,0.5469219088554382,0.52824467420578
9,2025-10-18T03:47:48,no_bbox,gpt-4o,"Mmm, a few weeks ago, um - um, boy, mm, suddenly - um, suddenly thinking - uh, suddenly thought that, uh, uh, he want - he wanted to, uh, swimming - he want to swim, uh, in the pool, and - but - but he didn't have enough money. Mmm, at that moment, he - uh, he watched the - uh, uh, ad - advertisement, mm, in the, uh, comu - computer - computer company, uh, mm, employ some, mm, employees.  So, mm, he - he - he, mm, mm, determined to go, uh, and try it. Uh, then, uh, that manager, uh, determined to, uh, employ he.  Uh, at last, he, uh, make some money - he made some money and he went to swimming.",Teacher: <caption for frame 1> Teacher: <caption for frame 2> Teacher: <caption for frame 3> Teacher: <caption for frame 4> Teacher: <caption for frame 5> Teacher: <caption for frame 6>,"Mmm, a few weeks ago, a young man suddenly thought that he wanted to swim in the pool.",1.3288359961914364,0.8511101775174746,0.2622950819672131,0.13559322033898302,0.2622950819672131,0.2622950819672131,0.07186359850653418,0.6287629008293152,0.49173346161842346,0.5436267256736755,0.42982029914855957
